Biak Numfor;Biak Kota;Bosnik Raya;Waspada
Biak Numfor;Yawosi;Soor;Aman
Biak Numfor;Oridek;Sauri;Aman
Jayawijaya;Itlay Hisage;Sumunikama;Aman
Mappi;Obaa;Keppi;Siaga
Paniai;Paniai Barat;Digiugi;Aman
Paniai;Aradide;Ganeyetaka;Aman
Paniai;Wegee Bino;Kopaidagi;Aman
Paniai;Yagai;Woyouto;Aman
Paniai;Aweida;Tuguwaimoma;Aman
Puncak;Sinak Barat;Tagalame I;Aman
Puncak;Sinak Barat;Timobut Egewak;Aman
Puncak;Gome Utara;Yaiki Maiki;Aman
Puncak;Gome Utara;Towenggi II;Aman
Puncak Jaya;Mulia;Ilaga;Aman
Tolikara;Karubaga;Yalikaluk;Aman
Tolikara;Woniki;Teropme;Aman
Tolikara;Konda/ Kondaga;Yawineri;Aman
Tolikara;Timori;Tirib;Aman
Tolikara;Wina;Nakwil;Aman
Tolikara;Wari/Taiyeve II;Wari/Taiyeve;Aman
Tolikara;Bokoneri;Munagame;Aman
Tolikara;Wari/Taiyeve II;Timoga/Kabupaga;Aman
Tolikara;Tagineri;Logi;Aman
Tolikara;Tagineri;Getiem;Aman
Tolikara;Wakuwo;Kwarini;Aman
Tolikara;Yuko;Pekaleme;Aman
Waropen;Urei Faisei;Ureifaisei III/ Paradoi;Aman
Yahukimo;Sumo;J ibuk;Aman
Yalimo;Abenaho;inggiwi;Aman
Jayapura;Abepura;Waena;Aman